year,name,id,title,producer,film_date,address_street,address_number
2011,Cine Publicitario,1490,Dolca Promo,Huinca Cine S.A,2011-08-05,ESPAÑA AV.,1901
2011,Cine Publicitario,1491,Personal Cuestionario,MONTECARLO FILMS S.R.L,2011-08-06,BRANDSEN,37
2011,Cine Publicitario,1492,Dolca Promo,Huinca Cine S.A,2011-08-05,ZAPIOLA,334
2011,Cine Publicitario,1493,Dolca Promo,Huinca Cine S.A,2011-08-05,MENDOZA,4039
2011,Cine Publicitario,1494,Personal Cuestionario,MONTECARLO FILMS S.R.L,2011-08-06,PASEO COLON AV.,301
2011,Cine Publicitario,1495,Personal Cuestionario,MONTECARLO FILMS S.R.L,2011-08-06,CHILE AV.,159
2011,Cine Publicitario,1496,Personal Cuestionario,MONTECARLO FILMS S.R.L,2011-08-06,"ACHAVAL RODRIGUEZ, T., DR. AV.",1255
2011,Cine Publicitario,1497,Hollywood,PRIMO AUDIOVISUAL SRL,2011-08-05,"SAENZ PEÑA, ROQUE, PRES. AV.",616
2011,Cine Publicitario,1498,GRAN DT,AWARDS CINE S.R.L,2011-08-06,25 DE MAYO,650
2011,Cine Publicitario,1499,desinchate con Activia,Juan Pablo Martinez,2011-08-07,JUFRE,1074
2011,Cine Publicitario,1500,Freezer,Rebolucion SA,2011-08-08,AREVALO,2088
2011,Cine Publicitario,1501,Baileys II,Nube Pictures SRL,2011-08-09,HONDURAS,5255
2011,Cine Publicitario,1502,Arnet Turbo Sopletador 2,Oruga Films S.A.,2011-08-09,THAMES,1226
2011,Cine Publicitario,1503,Arnet Turbo Sopletador 2,Oruga Films S.A.,2011-08-09,WASHINGTON,2155
2011,Cine Publicitario,1504,Arnet Turbo Sopletador 2,Oruga Films S.A.,2011-08-09,"RAVIGNANI, EMILIO, Dr.",1901
2011,Cine Publicitario,459,Credit Agricole,Jacaranda Films S.A.,2011-02-02,TRES SARGENTOS,319
2011,Cine Publicitario,1506,gaucho,AGUIRREFILMS SRL,2011-08-10,INCLAN,2541
2011,Cine Publicitario,1507,mercedes benz,el santuario srl,2011-08-10,"ACHAVAL RODRIGUEZ, T., DR. AV.",1301
2011,Cine Publicitario,1508,HILERET,Grupo Audiovisual Meridiano Argentina SA,2011-08-11,ZAPIOLA,334
2011,Cine Publicitario,460,PEPSI,Filmservice Production S.A.,2011-02-02,CRUCERO GRAL. BELGRANO,1209
2011,Cine Publicitario,1510,belvita,14 al centro S.A,2011-08-12,SARMIENTO AV.,3902
2011,Cine Publicitario,461,AIRFRANCE,peluca internacional s.a.,2011-02-09,CRUCERO GRAL. BELGRANO,1229
2011,Cine Publicitario,462,PMU,Pioneras Producciones SA ,2011-02-05,"MITRE, BARTOLOME",850
2011,Cine Publicitario,463,PMU,Pioneras Producciones SA ,2011-02-05,SARMIENTO,1325
2011,Cine Publicitario,1514,Cartoon -,Landia SRL,2011-08-15,LOYOLA,625
2011,Cine Publicitario,464,IPOTECA SBERBANK,MATILDA FILMS SA,2011-02-05,LIBERTAD,1212
2011,Cine Publicitario,465,TKMAXX,Altana Films S.A.,2011-02-12,"ALSINA, ADOLFO",1867
2011,Cine Publicitario,1517,INVENTOS,48M2 S.A.,2011-08-19,LLERENA,2437
2011,Cine Publicitario,1518,INVENTOS,48M2 S.A.,2011-08-20,TRONADOR,671
2011,Cine Publicitario,1519,INVENTOS,48M2 S.A.,2011-08-20,GODOY CRUZ,2345
2011,Cine Publicitario,1520,AMIGOS,Folk Cine SA,2011-08-22,RIESTRA AV.,6300
2011,Cine Publicitario,1521,AMIGOS,Folk Cine SA,2011-08-22,DEFENSA,1285
2011,Cine Publicitario,1522,AMIGOS,Folk Cine SA,2011-08-22,MOZART,2250
2011,Cine Publicitario,1523,AMIGOS,Folk Cine SA,2011-08-17,REGIMIENTO DE PATRICIOS AV.,637
2011,Cine Publicitario,1524,AMIGOS,Folk Cine SA,2011-08-17,"ZOLA, EMILIO",5185
2011,Cine Publicitario,1525,DELL,Nube Pictures SRL,2011-08-18,20 DE SETIEMBRE,100
2011,Cine Publicitario,1526,DELL,Nube Pictures SRL,2011-08-18,HONDURAS,4901
2011,Cine Publicitario,1527,DELL,Nube Pictures SRL,2011-08-18,COCHABAMBA,201
2011,Cine Publicitario,1528,Todo Igual,Oruga Films S.A.,2011-08-20,DE MAYO AV.,1100
2011,Cine Publicitario,1529,Todo Igual,Oruga Films S.A.,2011-08-27,VIAMONTE,101
2011,Cine Publicitario,1530,CIEL,Landia SRL,2011-08-20,TACUARI,477
2011,Cine Publicitario,1531,Todo Igual,Oruga Films S.A.,2011-08-20,BOUCHARD,501
2011,Cine Publicitario,1532,CONVOCATORIA Y MANIFIESTO,FIGHT BY FLEHNER S.A.,2011-08-20,GUIDO,2600
2011,Cine Publicitario,1533,Todo Igual,Oruga Films S.A.,2011-08-20,CORRIENTES AV.,300
2011,Cine Publicitario,1534,CONVOCATORIA Y MANIFIESTO,FIGHT BY FLEHNER S.A.,2011-08-20,"BUSCHIAZZO, JUAN A.",3100
2011,Cine Publicitario,1535,MCDONALDS,Onyx Films SA,2011-08-21,ALVEAR AV.,1301
2011,Cine Publicitario,1536,MCDONALDS,Onyx Films SA,2011-08-21,CRUCERO GRAL. BELGRANO,1201
2011,Cine Publicitario,1537,Musimundo,I-REAL SRL,2011-08-23,"MAGARIÑOS CERVANTES, A.",1925
2011,Cine Publicitario,466,TKMAXX,Altana Films S.A.,2011-02-13,25 DE MAYO,701
2011,Cine Publicitario,467,CLARIN- GRAN DT,Pank SRL,2011-02-10,REPUBLICA DEL LIBANO,0
2011,Cine Publicitario,468,TKMAXX,Altana Films S.A.,2011-02-13,"SAENZ PEÑA, ROQUE, PRES. AV.",721
2011,Cine Publicitario,1541,PATY,Cru Films SRL,2011-08-23,SARMIENTO AV.,4201
2011,Cine Publicitario,11,THE CLEANER,48M2 S.A.,2011-01-12,CASTILLO,1709
2011,Cine Publicitario,12,THE CLEANER,48M2 S.A.,2011-01-08,CORRIENTES AV.,685
2011,Cine Publicitario,13,THE CLEANER,48M2 S.A.,2011-01-14,JUFRE,1074
2011,Cine Publicitario,14,THE CLEANER,48M2 S.A.,2011-01-07,CHORROARIN AV.,1002
2011,Cine Publicitario,15,BUSH'S BEANS ,48M2 S.A.,2011-01-19,TRONADOR,671
2011,Cine Publicitario,16,YOGURISIMO,AGUIRREFILMS SRL,2011-01-24,SUPERI,2165
2011,Cine Publicitario,17,RENAULT,Altana Films S.A.,2011-01-11,SUIPACHA,384
2011,Cine Publicitario,18,RENAULT,Altana Films S.A.,2011-01-09,DE LOS ITALIANOS AV.,0
2011,Cine Publicitario,19,RENAULT,Altana Films S.A.,2011-01-10,SUIPACHA,384
2011,Cine Publicitario,20,santader rio,AWARDS CINE S.R.L,2011-01-21,ARMENIA,1471
2011,Cine Publicitario,21,santader rio,AWARDS CINE S.R.L,2011-01-21,PERU,1370
2011,Cine Publicitario,22,Magnetismo,AWARDS CINE S.R.L,2011-01-27,"CALVO, CARLOS",375
2011,Cine Publicitario,23,NATURA,BANANA PRODUCCIONES SA,2011-01-11,"ZOLA, EMILIO",5101
2011,Cine Publicitario,482,SOCIETE GENERALE,PRODUCCIONES SVB S.A.,2011-02-08,SARMIENTO,2233
2011,Cine Publicitario,483,SOCIETE GENERALE,PRODUCCIONES SVB S.A.,2011-02-09,TUCUMAN,1325
2011,Cine Publicitario,484,CIBA VISION,peluca internacional s.a.,2011-03-03,DEL LIBERTADOR AV.,3005
2011,Cine Publicitario,1558,Edulcorante Splenda,Muuamed S.R.L.,2011-08-25,ESPINOSA,2215
2011,Cine Publicitario,1559,Edulcorante Splenda,Muuamed S.R.L.,2011-08-25,CASTILLO,1045
2011,Cine Publicitario,1560,Andes Norte,Landia SRL,2011-08-27,RIVADAVIA AV.,4731
2011,Cine Publicitario,1561,Andes Norte,Landia SRL,2011-09-04,HUMAHUACA,3650
2011,Cine Publicitario,1562,Andes Norte,Landia SRL,2011-08-27,DEL LIBERTADOR AV.,4903
2011,Cine Publicitario,1563,Andes Norte,Landia SRL,2011-08-27,HUMAHUACA,3650
2011,Cine Publicitario,1564,Andes Norte,Landia SRL,2011-08-27,"MITRE, BARTOLOME",2455
2011,Cine Publicitario,1565,Andes Norte,Landia SRL,2011-08-26,"ALVAREZ, JULIAN",646
2011,Cine Publicitario,1566,SUNSHINE DAY,Pioneras Producciones SA ,2011-08-27,EL SALVADOR,5966
2011,Cine Publicitario,1567,BARRIDA CQC,Eyeworks Cuatro Cabezas SA,2011-08-27,CABILDO AV.,2027
2011,Cine Publicitario,485,SOCIETE GENERALE,PRODUCCIONES SVB S.A.,2011-02-12,DEL LIBERTADOR AV.,1473
2011,Cine Publicitario,1569,Um Beijo A Chuva,Oruga Films S.A.,2011-07-31,CRUCERO GRAL. BELGRANO,1201
2011,Cine Publicitario,1570,H2O,Landia SRL,2011-08-01,FOREST AV.,1727
2011,Cine Publicitario,486,SOCIETE GENERALE,PRODUCCIONES SVB S.A.,2011-02-09,CORRIENTES AV.,350
2011,Cine Publicitario,1572,H2O,Landia SRL,2011-08-01,PERU,1573
2011,Cine Publicitario,1573,H2O,Landia SRL,2011-08-01,"MONTES DE OCA, MANUEL",973
2011,Cine Publicitario,1574,Um Beijo A Chuva,Oruga Films S.A.,2011-08-03,MAGALLANES,801
2011,Cine Publicitario,1575,H2O,Landia SRL,2011-08-01,RIVADAVIA AV.,7431
2011,Cine Publicitario,1576,CELEBRITY,Oruga Films S.A.,2011-08-02,ESMERALDA,443
2011,Cine Publicitario,1577,CELEBRITY,Oruga Films S.A.,2011-08-03,HONDURAS,4912
2011,Cine Publicitario,1578,CELEBRITY,Oruga Films S.A.,2011-08-02,BRASIL,401
2011,Cine Publicitario,1579,CELEBRITY,Oruga Films S.A.,2011-08-02,GODOY CRUZ,1541
2011,Cine Publicitario,1580,CELEBRITY,Oruga Films S.A.,2011-08-03,DORREGO,1681
2011,Cine Publicitario,1581,CELEBRITY,Oruga Films S.A.,2011-08-03,GODOY CRUZ,1541
2011,Cine Publicitario,1582,CELEBRITY,Oruga Films S.A.,2011-08-02,DORREGO,1681
2011,Cine Publicitario,1583,CELEBRITY,Oruga Films S.A.,2011-08-03,TRIUNVIRATO AV.,4236
2011,Cine Publicitario,1584,CELEBRITY,Oruga Films S.A.,2011-08-02,THAMES,1762
2011,Cine Publicitario,1585,CELEBRITY,Oruga Films S.A.,2011-08-03,MAURE,1786
2011,Cine Publicitario,487,Music City,Jacaranda Films S.A.,2011-02-17,CORRIENTES AV.,420
2011,Cine Publicitario,1587,mercedes benz,Casta Diva Pictures SA,2011-08-06,MEXICO,301
2011,Cine Publicitario,1588,mercedes benz,Casta Diva Pictures SA,2011-08-06,VENEZUELA,301
2011,Cine Publicitario,1589,desinchate con Activia,Juan Pablo Martinez,2011-08-07,SANTA FE AV.,700
2011,Cine Publicitario,1590,Freezer,Rebolucion SA,2011-08-08,HUMBOLDT,1948
2011,Cine Publicitario,1591,Freezer,Rebolucion SA,2011-08-08,EL SALVADOR,4036
2011,Cine Publicitario,1592,Freezer,Rebolucion SA,2011-08-08,FITZ ROY,1955
2011,Cine Publicitario,1593,jumbo,AGUIRREFILMS SRL,2011-08-09,LA PAMPA,695
2011,Cine Publicitario,1594,jumbo,AGUIRREFILMS SRL,2011-08-09,BONPLAND,1801
2011,Cine Publicitario,1595,jumbo,AGUIRREFILMS SRL,2011-08-09,CASEROS AV.,401
2011,Cine Publicitario,1596,Arnet Turbo Sopletador 2,Oruga Films S.A.,2011-08-09,PATRON,5440
2011,Cine Publicitario,1597,Arnet Turbo Sopletador 2,Oruga Films S.A.,2011-08-09,"CABRERA, JOSE A.",5100
2011,Cine Publicitario,1598,Arnet Turbo Sopletador 2,Oruga Films S.A.,2011-08-09,COSTA RICA,5701
2011,Cine Publicitario,1599,Arnet Turbo Sopletador 2,Oruga Films S.A.,2011-08-09,ROSETI,124
2011,Cine Publicitario,1600,HILERET,Grupo Audiovisual Meridiano Argentina SA,2011-08-11,HONDURAS,4674
2011,Cine Publicitario,1601,HILERET,Grupo Audiovisual Meridiano Argentina SA,2011-08-11,DARWIN,260
2011,Cine Publicitario,1602,HILERET,Grupo Audiovisual Meridiano Argentina SA,2011-08-11,DORREGO,2200
2011,Cine Publicitario,1603,HILERET,Grupo Audiovisual Meridiano Argentina SA,2011-08-12,SARMIENTO AV.,3500
2011,Cine Publicitario,488,PEUGEOT 308,PRODUCCIONES SVB S.A.,2011-02-12,"ROCA, JULIO A., PRESIDENTE AV.",501
2011,Cine Publicitario,489,TORCIDA,Rebolucion SA,2011-02-18,TALCAHUANO,556
2011,Cine Publicitario,490,PEUGEOT 308,PRODUCCIONES SVB S.A.,2011-02-10,MONTEVIDEO,1686
2011,Cine Publicitario,491,PEUGEOT 308,PRODUCCIONES SVB S.A.,2011-02-12,ARENALES,733
2011,Cine Publicitario,492,Lays,Nube Pictures SRL,2011-02-22,GUZMAN,201
2011,Cine Publicitario,493,Lays,Nube Pictures SRL,2011-02-25,CALLAO AV.,360
2011,Cine Publicitario,1610,INVENTOS,48M2 S.A.,2011-08-22,CABILDO AV.,2027
2011,Cine Publicitario,1611,INVENTOS,48M2 S.A.,2011-08-16,CABILDO AV.,2027
2011,Cine Publicitario,1612,AMIGOS,Folk Cine SA,2011-08-22,SARMIENTO AV.,2645
2011,Cine Publicitario,1613,AMIGOS,Folk Cine SA,2011-08-17,VIDAL,2776
2011,Cine Publicitario,494,Lays,Nube Pictures SRL,2011-03-02,CUBA,2193
2011,Cine Publicitario,1615,Todo Igual,Oruga Films S.A.,2011-08-28,CORRIENTES AV.,300
2011,Cine Publicitario,1616,CIEL,Landia SRL,2011-08-19,25 DE MAYO,456
2011,Cine Publicitario,1617,Todo Igual,Oruga Films S.A.,2011-08-19,"SAENZ PEÑA, ROQUE, PRES. AV.",600
2011,Cine Publicitario,1618,CONVOCATORIA Y MANIFIESTO,FIGHT BY FLEHNER S.A.,2011-08-20,GARCIA DEL RIO,3500
2011,Cine Publicitario,1619,Todo Igual,Oruga Films S.A.,2011-08-20,TUCUMAN,1200
2011,Cine Publicitario,1620,Todo Igual,Oruga Films S.A.,2011-08-27,TUCUMAN,1
2011,Cine Publicitario,1621,Todo Igual,Oruga Films S.A.,2011-08-28,TUCUMAN,1200
2011,Cine Publicitario,1622,MCDONALDS,Onyx Films SA,2011-08-21,11 DE SEPTIEMBRE DE 1888,1901
2011,Cine Publicitario,1623,MCDONALDS,Onyx Films SA,2011-08-22,SAN MARTIN,1201
2011,Cine Publicitario,495,Lays,Nube Pictures SRL,2011-02-24,CORRIENTES AV.,6796
2011,Cine Publicitario,496,video game,LADOBLEA SA,2011-02-24,ARROYO,1101
2011,Cine Publicitario,497,video game,LADOBLEA SA,2011-02-24,BOUCHARD,501
2011,Cine Publicitario,498,"Personal ""Ping-pong""",URSULA CINE S.A,2011-02-24,ARCAMENDIA,772
2011,Cine Publicitario,499,"Personal ""Ping-pong""",URSULA CINE S.A,2011-02-24,"LACROZE, FEDERICO AV.",2963
2011,Cine Publicitario,500,DEGREE,mondo cine srl,2011-02-17,ECHEVERRIA,3195
2011,Cine Publicitario,24,NATURA,BANANA PRODUCCIONES SA,2011-01-11,NICARAGUA,5900
2011,Cine Publicitario,502,AUTAN,Muuamed S.R.L.,2011-03-01,CRUCERO GRAL. BELGRANO,1209
2011,Cine Publicitario,503,CIBA VISION,peluca internacional s.a.,2011-03-04,CHORROARIN AV.,1020
2011,Cine Publicitario,1633,Musimundo,I-REAL SRL,2011-08-23,PATRON,5440
2011,Cine Publicitario,504,CIBA VISION,peluca internacional s.a.,2011-03-04,DONADO,840
2011,Cine Publicitario,505,KOTEX,Pioneras Producciones SA ,2011-02-23,5 DE JULIO,435
2011,Cine Publicitario,506,GUILIA,Pioneras Producciones SA ,2011-02-24,SANTA FE AV.,4389
2011,Cine Publicitario,507,ARNET TURBO,Oruga Films S.A.,2011-03-02,MATHEU,1722
2011,Cine Publicitario,1638,BARRIDAS CQC,Rebolucion SA,2011-08-24,CABILDO AV.,2027
2011,Cine Publicitario,1639,Andes Norte,Landia SRL,2011-09-04,CASEROS AV.,2550
2011,Cine Publicitario,1640,Andes Norte,Landia SRL,2011-08-31,HUMAHUACA,3650
2011,Cine Publicitario,1641,Andes Norte,Landia SRL,2011-08-31,AZCUENAGA,158
2011,Cine Publicitario,1642,Andes Norte,Landia SRL,2011-08-26,ARCE,434
2011,Cine Publicitario,1643,Andes Norte,Landia SRL,2011-08-31,CASEROS AV.,2550
2011,Cine Publicitario,1644,Andes Norte,Landia SRL,2011-09-02,CASEROS AV.,2550
2011,Cine Publicitario,1645,ARIEL,Palermo Films S.A.,2011-09-06,AREVALO,1583
2011,Cine Publicitario,1646,ARIEL,Palermo Films S.A.,2011-09-01,AREVALO,1583
2011,Cine Publicitario,1647,ARIEL,Palermo Films S.A.,2011-09-01,"NEWBERY, JORGE",3261
2011,Cine Publicitario,508,Lech,DRIMBURO SA,2011-02-23,COSTA RICA,4545
2011,Cine Publicitario,1649,TECNOPOLIS,Rebolucion SA,2011-09-07,URIARTE,1664
2011,Cine Publicitario,509,Lech,DRIMBURO SA,2011-02-26,BALCARCE,301
2011,Cine Publicitario,510,KOTEX,Pioneras Producciones SA ,2011-02-23,"BULLRICH, INT. AV.",55
2011,Cine Publicitario,511,GUILIA,Pioneras Producciones SA ,2011-02-25,TUCUMAN,1240
2011,Cine Publicitario,512,HEAD & SHOULDERS,Pioneras Producciones SA ,2011-02-25,GUIDO,1550
2011,Cine Publicitario,513,HEAD & SHOULDERS,Pioneras Producciones SA ,2011-02-26,CASEROS AV.,430
2011,Cine Publicitario,514,KOTEX,Pioneras Producciones SA ,2011-02-23,BAEZ,350
2011,Cine Publicitario,515,Caballo,Pank SRL,2011-03-08,LAVALLE,1141
2011,Cine Publicitario,516,HEAD & SHOULDERS,Pioneras Producciones SA ,2011-02-25,RECONQUISTA,950
2011,Cine Publicitario,517,HEAD & SHOULDERS,Pioneras Producciones SA ,2011-02-25,LIBERTAD,1250
2011,Cine Publicitario,25,DOG CHOW,BANANA PRODUCCIONES SA,2011-01-27,AREVALO,1701
2011,Cine Publicitario,519,HEAD & SHOULDERS,Pioneras Producciones SA ,2011-02-26,"QUINTANA, MANUEL, PRES.",188
2011,Cine Publicitario,520,HEAD & SHOULDERS,Pioneras Producciones SA ,2011-03-03,"ISABEL, INFANTA AV.",1000
2011,Cine Publicitario,521,HEAD & SHOULDERS,Pioneras Producciones SA ,2011-02-25,25 DE MAYO,35
2011,Cine Publicitario,522,HEAD & SHOULDERS,Pioneras Producciones SA ,2011-02-26,ARENALES,725
2011,Cine Publicitario,523,Lays Promos,Muuamed S.R.L.,2011-03-05,TRES SARGENTOS,319
2011,Cine Publicitario,524,¨Album¨,Grupo Audiovisual Meridiano Argentina SA,2011-03-18,FLORIDA,801
2011,Cine Publicitario,525,PANASONIC,Pioneras Producciones SA ,2011-03-01,HONDURAS,5333
2011,Cine Publicitario,526,PANASONIC,Pioneras Producciones SA ,2011-03-01,ARMENIA,1820
2011,Cine Publicitario,1668,TECNOPOLIS,Rebolucion SA,2011-09-06,"ACHAVAL RODRIGUEZ, T., DR. AV.",1101
2011,Cine Publicitario,527,PANASONIC,Pioneras Producciones SA ,2011-03-02,"GIUFFRA, JOSE M.,DR.",345
2011,Cine Publicitario,528,PANASONIC,Pioneras Producciones SA ,2011-03-01,NICARAGUA,5490
2011,Cine Publicitario,529,PANASONIC,Pioneras Producciones SA ,2011-03-01,"ARGUIBEL, ANDRES",2826
2011,Cine Publicitario,530,PANASONIC,Pioneras Producciones SA ,2011-03-01,PARAGUAY,5565
2011,Cine Publicitario,531,PANASONIC,Pioneras Producciones SA ,2011-03-02,DEFENSA,1179
2011,Cine Publicitario,532,PANASONIC,Pioneras Producciones SA ,2011-03-02,MAGALLANES,861
2011,Cine Publicitario,533,CANNON,PRODUCCIONES SVB S.A.,2011-03-02,"IRIGOYEN, BERNARDO de",1632
2011,Cine Publicitario,534,CANNON,PRODUCCIONES SVB S.A.,2011-03-02,"OBLIGADO RAFAEL, Av.Costanera",7350
2011,Cine Publicitario,535,LOREAL,Nube Pictures SRL,2011-03-12,ALVEAR AV.,1880
2011,Cine Publicitario,536,Vick Vitapyrena,Onyx Films SA,2011-03-15,"RICCHIERI, PABLO, Tte. Gral.",2965
2011,Cine Publicitario,537,Invitación Reality,Jacaranda Films S.A.,2011-03-17,TRONADOR,621
2011,Cine Publicitario,1680,ANDES NORTE,Landia SRL,2011-09-12,HUMAHUACA,3640
2011,Cine Publicitario,1681,ANDES NORTE,Landia SRL,2011-09-12,"ACHAVAL RODRIGUEZ, T., DR. AV.",1353
2011,Cine Publicitario,538,DIVE INTO DE MOMENT,goodgate S.A,2011-03-03,ECHEVERRIA,615
2011,Cine Publicitario,539,DIVE INTO DE MOMENT,goodgate S.A,2011-03-03,RAMSAY,2225
2011,Cine Publicitario,540,LOREAL,Nube Pictures SRL,2011-03-12,"SAENZ PEÑA, ROQUE, PRES. AV.",952
2011,Cine Publicitario,26,VOLVO,BANANA PRODUCCIONES SA,2011-01-27,"ALSINA, ADOLFO",501
2011,Cine Publicitario,542,Vick Vitapyrena,Onyx Films SA,2011-03-13,CHARLONE,428
2011,Cine Publicitario,27,VOLVO,BANANA PRODUCCIONES SA,2011-01-27,GALILEO,2431
2011,Cine Publicitario,544,Invitación Reality,Jacaranda Films S.A.,2011-03-14,TRONADOR,621
2011,Cine Publicitario,545,Vick Vitapyrena,Onyx Films SA,2011-03-14,MELIAN AV.,1955
2011,Cine Publicitario,546,SPECIAL K2,Jacaranda Films S.A.,2011-03-07,ALVEAR,1515
2011,Cine Publicitario,1691,COCA COLA,Eyeworks Cuatro Cabezas SA,2011-09-14,DEHEZA,1642
2011,Cine Publicitario,1692,COCA COLA,Eyeworks Cuatro Cabezas SA,2011-09-15,"YRURTIA, ROGELIO",6030
2011,Cine Publicitario,1693,RIGESA,14 al centro S.A,2011-09-14,DEFENSA,961
2011,Cine Publicitario,1694,Excusas,Hypnosis S.R.L.,2011-09-15,ZAPIOLA,334
2011,Cine Publicitario,1695,MOTO Y PEDIDO EQUIVOCADO,PELICULAS CORTITAS SA,2011-09-15,"FREIRE, RAMON, CAP. GRAL.",1655
2011,Cine Publicitario,1696,MOTO Y PEDIDO EQUIVOCADO,PELICULAS CORTITAS SA,2011-09-20,"FREIRE, RAMON, CAP. GRAL.",1655
2011,Cine Publicitario,547,SPECIAL K2,Jacaranda Films S.A.,2011-03-08,"CASTILLO, CATULO",2750
2011,Cine Publicitario,548,SPECIAL K2,Jacaranda Films S.A.,2011-03-10,SORIA,5150
2011,Cine Publicitario,549,SPECIAL K2,Jacaranda Films S.A.,2011-03-12,PIEDRAS,1650
2011,Cine Publicitario,1700,Testamento,PRIMO AUDIOVISUAL SRL,2011-09-18,"GUTIERREZ, JUAN MARIA",3926
2011,Cine Publicitario,1701,Testamento,PRIMO AUDIOVISUAL SRL,2011-09-19,EL SALVADOR,5966
2011,Cine Publicitario,1702,Testamento,PRIMO AUDIOVISUAL SRL,2011-09-19,CORRIENTES AV.,1565
2011,Cine Publicitario,1703,Testamento,PRIMO AUDIOVISUAL SRL,2011-09-20,ARENALES,1596
2011,Cine Publicitario,550,SPECIAL K2,Jacaranda Films S.A.,2011-03-10,"RIVERA, PEDRO I., Dr.",4095
2011,Cine Publicitario,1705,Testamento,PRIMO AUDIOVISUAL SRL,2011-09-20,CORRIENTES AV.,1565
2011,Cine Publicitario,551,SPECIAL K2,Jacaranda Films S.A.,2011-03-11,TRONADOR,3230
2011,Cine Publicitario,552,SPECIAL K2,Jacaranda Films S.A.,2011-03-10,"LARRALDE, CRISOLOGO AV.",2148
2011,Cine Publicitario,553,SPECIAL K2,Jacaranda Films S.A.,2011-03-10,"NEWBERY, JORGE",3261
2011,Cine Publicitario,554,SPECIAL K2,Jacaranda Films S.A.,2011-03-11,"ARENAL, CONCEPCION",2460
2011,Cine Publicitario,555,SPECIAL K2,Jacaranda Films S.A.,2011-03-11,FINOCHIETTO ENRIQUE DR.,524
2011,Cine Publicitario,556,SPECIAL K2,Jacaranda Films S.A.,2011-03-07,REPUBLICA DEL LIBANO,0
2011,Cine Publicitario,557,SPECIAL K2,Jacaranda Films S.A.,2011-03-11,DARWIN,260
2011,Cine Publicitario,558,Nokia,Happy Together Production Services SRL,2011-03-18,"RAVIGNANI, EMILIO, Dr.",1951
2011,Cine Publicitario,28,LENOR,Basica Cine S.A.,2011-01-13,MELIAN AV.,1859
2011,Cine Publicitario,29,LENOR,Basica Cine S.A.,2011-01-10,MELIAN AV.,1859
2011,Cine Publicitario,561,Nokia,Happy Together Production Services SRL,2011-03-17,COSTA RICA,6064
2011,Cine Publicitario,562,Nokia,Happy Together Production Services SRL,2011-03-18,FITZ ROY,1062
2011,Cine Publicitario,30,LENOR,Basica Cine S.A.,2011-01-10,RIVADAVIA AV.,4043
2011,Cine Publicitario,31,LENOR,Basica Cine S.A.,2011-01-10,AIZPURUA,3898
2011,Cine Publicitario,565,Nokia,Happy Together Production Services SRL,2011-03-17,"CARRANZA, ANGEL JUSTINIANO",1956
2011,Cine Publicitario,32,POSTBANK,Clásica Productora S.A,2011-01-18,CORRIENTES AV.,950
2011,Cine Publicitario,567,Nokia,Happy Together Production Services SRL,2011-03-18,GASCON,1464
2011,Cine Publicitario,33,POSTBANK,Clásica Productora S.A,2011-01-15,CATAMARCA,2071
2011,Cine Publicitario,34,POSTBANK,Clásica Productora S.A,2011-01-17,SAN MARTIN,297
2011,Cine Publicitario,570,Nokia,Happy Together Production Services SRL,2011-03-16,HOLMBERG,2765
2011,Cine Publicitario,35,POSTBANK,Clásica Productora S.A,2011-01-18,"MITRE, BARTOLOME",744
2011,Cine Publicitario,572,Nokia,Happy Together Production Services SRL,2011-03-18,NICARAGUA,5932
2011,Cine Publicitario,36,POSTBANK,Clásica Productora S.A,2011-01-16,REPUBLICA DE LA INDIA,3002
2011,Cine Publicitario,574,Nokia,Happy Together Production Services SRL,2011-03-18,FRAGATA Pres. SARMIENTO,843
2011,Cine Publicitario,37,POSTBANK,Clásica Productora S.A,2011-01-15,TUCUMAN,753
2011,Cine Publicitario,576,Nokia,Happy Together Production Services SRL,2011-03-17,"GOYENECHE, ROBERTO AV.",4111
2011,Cine Publicitario,38,POSTBANK,Clásica Productora S.A,2011-01-15,"PINO, Virrey del",2036
2011,Cine Publicitario,39,POSTBANK,Clásica Productora S.A,2011-01-18,TUCUMAN,133
2011,Cine Publicitario,1734,actimel,1789 SRL,2011-09-22,TRONADOR,671
2011,Cine Publicitario,1735,Recoleta Mall,FIGHT BY FLEHNER S.A.,2011-09-21,"LOPEZ, VICENTE",2050
2011,Cine Publicitario,1736,FRAVEGA,Pank SRL,2011-09-23,DEL LIBERTADOR AV.,1080
2011,Cine Publicitario,1737,Epika,PRIMO AUDIOVISUAL SRL,2011-09-26,"CALVO, CARLOS",257
2011,Cine Publicitario,579,BELDENT,URSULA CINE S.A,2011-03-20,ZANNI PEDRO COMODORO,222
2011,Cine Publicitario,1739,Epika,PRIMO AUDIOVISUAL SRL,2011-09-26,CHILE,601
2011,Cine Publicitario,580,FALABELLA,el santuario srl,2011-03-10,ARJONILLA,2301
2011,Cine Publicitario,581,BELDENT,URSULA CINE S.A,2011-03-20,PASEO COLON AV.,521
2011,Cine Publicitario,1742,H&S,Metropolis Films SA,2011-09-27,SANCHEZ DE BUSTAMANTE,2498
2011,Cine Publicitario,1743,BGH,Pank SRL,2011-09-24,CORDOBA AV.,5943
2011,Cine Publicitario,1744,Epika,PRIMO AUDIOVISUAL SRL,2011-09-25,LLERENA,2437
2011,Cine Publicitario,1745,GANA QUIEN AMA,Oruga Films S.A.,2011-09-27,BONPLAND,1987
